# version=2, sample_duration:0, sample_duration_multiplier=10 0 64424509439
0 1 64424509439
0 2 64424509439
0 3 64424509439
0 4 64424509439
0 5 64424509439
0 6 64424509439
0 7 64424509439
0 8 64424509439
0 9 64424509439
0 10 64424509439
0 11 64424509439
0 12 64424509439
0 13 64424509439
0 14 64424509439
0 15 64424509439
0 16 64424509439
0 17 64424509439
0 18 64424509439
0 19 64424509439
0 20 64424509439
0 21 64424509439
0 22 64424509439
0 23 64424509439
0 24 64424509439
0 25 64424509439
0 26 64424509439
0 27 64424509439
0 28 64424509439
0 29 64424509439
0 30 64424509439
0 31 64424509439
0 32 64424509439
0 33 64424509439
0 34 64424509439
0 35 64424509439
0 36 64424509439
0 37 64424509439
0 38 64424509439
0 39 64424509439
0 40 64424509439
0 41 64424509439
0 42 64424509439
0 43 64424509439
0 44 64424509439
0 45 64424509439
0 46 64424509439
0 47 64424509439
0 48 64424509439
0 49 64424509439
0 50 64424509439
0 51 64424509439
0 52 64424509439
0 53 64424509439
0 54 64424509439
0 55 64424509439
0 56 14627
0 57 2871
0 58 668
0 59 151
0 60 12
0 61 0
0 62 1
0 63 0
0 64 0
0 65 0
0 66 0
0 67 0
0 68 0
0 69 0
0 70 0
0 71 0
0 72 1
0 73 37
0 74 277
0 75 2126
0 76 12786
0 77 64424509439
0 78 64424509439
0 79 64424509439
0 80 64424509439
0 81 64424509439
0 82 64424509439
0 83 64424509439
0 84 64424509439
0 85 64424509439
0 86 64424509439
0 87 64424509439
0 88 64424509439
0 89 64424509439
0 90 64424509439
0 91 64424509439
0 92 64424509439
0 93 64424509439
0 94 64424509439
0 95 64424509439
0 96 64424509439
0 97 64424509439
0 98 64424509439
0 99 64424509439
0 100 64424509439
0 101 64424509439
0 102 64424509439
0 103 64424509439
0 104 64424509439
0 105 64424509439
0 106 64424509439
0 107 64424509439
0 108 64424509439
0 109 64424509439
0 110 64424509439
0 111 64424509439
0 112 64424509439
0 113 64424509439
0 114 64424509439
0 115 64424509439
0 116 64424509439
0 117 64424509439
0 118 64424509439
0 119 64424509439
0 120 64424509439
0 121 64424509439
0 122 64424509439
0 123 64424509439
0 124 64424509439
0 125 64424509439
0 126 64424509439
0 127 64424509439

1 0 64424509439
1 1 64424509439
1 2 64424509439
1 3 64424509439
1 4 64424509439
1 5 64424509439
1 6 64424509439
1 7 64424509439
1 8 64424509439
1 9 64424509439
1 10 64424509439
1 11 64424509439
1 12 64424509439
1 13 64424509439
1 14 64424509439
1 15 64424509439
1 16 64424509439
1 17 64424509439
1 18 64424509439
1 19 64424509439
1 20 64424509439
